#Accession	Name	No_orfs	Coverage	Abundance	Description
COG0537	Hit	1	0.797101	0.000647	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	Icd	1	0.968058	0.000786	Isocitrate dehydrogenases
COG0539	RpsA	2	1.096118	0.00089	Ribosomal protein S1
COG0540	PyrB	1	0.974683	0.000791	Aspartate carbamoyltransferase, catalytic chain
COG0541	Ffh	1	0.995565	0.000808	Signal recognition particle GTPase
COG0542	clpA	2	1.932569	0.00157	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones
COG0543	UbiB	2	1.932539	0.00157	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases
COG0544	Tig	1	0.947845	0.00077	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0546	Gph	4	3.895454	0.003165	Predicted phosphatases
COG0547	TrpD	1	0.994082	0.000807	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.988679	0.000803	Acetylglutamate kinase
COG0550	TopA	1	0.989473	0.000804	Topoisomerase IA
COG0551	TopA	2	1.321428	0.001073	Zn-finger domain associated with topoisomerase type I
COG0552	FtsY	1	0.911764	0.00074	Signal recognition particle GTPase
COG0555	CysU	1	0.981751	0.000797	ABC-type sulfate transport system, permease component
COG0556	UvrB	1	0.986425	0.000801	Helicase subunit of the DNA excision repair complex
COG0558	PgsA	2	1.75	0.001421	Phosphatidylglycerophosphate synthase
COG0560	SerB	1	0.429245	0.000348	Phosphoserine phosphatase
COG0561	Cof	3	2.950757	0.002397	Predicted hydrolases of the HAD superfamily
COG0562	Glf	1	0.991978	0.000806	UDP-galactopyranose mutase
COG0563	Adk	1	0.994382	0.000807	Adenylate kinase and related kinases
COG0564	RluA	3	2.937716	0.002387	Pseudouridylate synthases, 23S RNA-specific
COG0566	SpoU	2	1.938461	0.001575	rRNA methylases
COG0568	RpoD	1	1	0.000812	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	1	0.96	0.00078	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.931914	0.000757	dsRNA-specific ribonuclease
COG0573	PstC	1	0.954838	0.000775	ABC-type phosphate transport system, permease component
COG0574	PpsA	1	0.979729	0.000796	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.996226	0.000809	CDP-diglyceride synthetase
COG0576	GrpE	1	0.922279	0.000749	Molecular chaperone GrpE (heat shock protein)
COG0577	SalY	7	4.121718	0.003349	ABC-type antimicrobial peptide transport system, permease component
COG0581	PstA	1	0.914383	0.000742	ABC-type phosphate transport system, permease component
COG0582	XerC	3	2.255663	0.001832	Integrase
COG0583	LysR	3	2.629629	0.002136	Transcriptional regulator
COG0587	DnaE	1	0.999122	0.000811	DNA polymerase III, alpha subunit
COG0590	CumB	1	0.947368	0.000769	Cytosine/adenosine deaminases
COG0592	DnaN	1	0.997252	0.00081	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	1	0.980392	0.000796	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.905982	0.000736	RNase P protein component
COG0595	COG0595	1	0.996396	0.000809	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0597	LspA	1	0.850299	0.00069	Lipoprotein signal peptidase
COG0598	CorA	1	0.630434	0.000512	Mg2+ and Co2+ transporters
COG0599	COG0599	1	0.887096	0.00072	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit
COG0605	SodA	1	0.95098	0.000772	Superoxide dismutase
COG0606	COG0606	1	0.991836	0.000805	Predicted ATPase with chaperone activity
COG0607	PspE	1	0.863636	0.000701	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.989816	0.000804	Single-stranded DNA-specific exonuclease
COG0610	COG0610	1	0.995841	0.000809	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases
COG0612	PqqL	2	1.700913	0.001382	Predicted Zn-dependent peptidases
COG0613	COG0613	1	0.965116	0.000784	Predicted metal-dependent phosphoesterases (PHP family)
COG0614	FepB	1	0.990595	0.000804	ABC-type Fe3+-hydroxamate transport system, periplasmic component
COG0617	PcnB	1	0.963592	0.000782	tRNA nucleotidyltransferase/poly(A) polymerase
COG0618	COG0618	1	0.855421	0.000695	Exopolyphosphatase-related proteins
COG0619	CbiQ	2	1.940476	0.001576	ABC-type cobalt transport system, permease component CbiQ and related transporters
COG0620	MetE	2	1.80303	0.001465	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	3	2.979405	0.00242	2-methylthioadenine synthetase
COG0622	COG0622	1	0.88372	0.000718	Predicted phosphoesterase
COG0624	ArgE	1	0.98044	0.000796	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0628	yhhT	1	0.909859	0.000739	Predicted permease, member of the PurR regulon
COG0629	Ssb	1	0.994011	0.000807	Single-stranded DNA-binding protein
COG0631	PTC1	2	1.801526	0.001463	Serine/threonine protein phosphatase
COG0632	RuvA	1	0.995024	0.000808	Holliday junction resolvasome, DNA-binding subunit
COG0634	Hpt	1	0.994382	0.000807	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	2	1.605769	0.001304	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0637	COG0637	1	0.986425	0.000801	Predicted phosphatase/phosphohexomutase
COG0640	ArsR	1	0.918181	0.000746	Predicted transcriptional regulators
COG0641	AslB	2	1.465608	0.00119	Arylsulfatase regulator (Fe-S oxidoreductase)
COG0642	BaeS	6	4.443452	0.00361	Signal transduction histidine kinase
COG0646	MetH	1	0.977491	0.000794	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0648	Nfo	1	0.989285	0.000803	Endonuclease IV
COG0652	PpiB	2	1.955696	0.001589	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	1	0.993917	0.000807	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0655	WrbA	1	0.487922	0.000396	Multimeric flavodoxin WrbA
COG0658	ComEC	1	0.507726	0.000412	Predicted membrane metal-binding protein
COG0661	AarF	1	0.899419	0.00073	Predicted unusual protein kinase
COG0664	Crp	2	1.845794	0.001499	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0666	Arp	1	0.642553	0.000522	FOG: Ankyrin repeat
COG0668	MscS	1	0.844936	0.000686	Small-conductance mechanosensitive channel
COG0669	CoaD	1	1	0.000812	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.974248	0.000791	Integral membrane protein, interacts with FtsH
COG0671	PgpB	2	1.538793	0.00125	Membrane-associated phospholipid phosphatase
COG0673	MviM	1	0.763157	0.00062	Predicted dehydrogenases and related proteins
COG0674	PorA	2	1.975342	0.001605	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit
COG0679	COG0679	1	0.980707	0.000796	Predicted permeases
COG0681	LepB	2	1.463855	0.001189	Signal peptidase I
COG0682	Lgt	2	1.857142	0.001509	Prolipoprotein diacylglyceryltransferase
COG0685	MetF	2	1.934707	0.001572	5,10-methylenetetrahydrofolate reductase
COG0687	PotD	1	0.991735	0.000805	Spermidine/putrescine-binding periplasmic protein
COG0690	SecE	1	0.808219	0.000656	Preprotein translocase subunit SecE
COG0691	SmpB	1	1	0.000812	tmRNA-binding protein
COG0693	ThiJ	1	0.978723	0.000795	Putative intracellular protease/amidase
COG0696	GpmI	1	0.998035	0.00081	Phosphoglyceromutase
COG0697	RhaT	2	2	0.001625	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0698	RpiB	1	0.966887	0.000785	Ribose 5-phosphate isomerase RpiB
COG0700	SpmB	1	0.993827	0.000807	Uncharacterized membrane protein
COG0703	AroK	2	1.505813	0.001223	Shikimate kinase
COG0704	PhoU	1	0.958333	0.000778	Phosphate uptake regulator
COG0706	YidC	1	0.722929	0.000587	Preprotein translocase subunit YidC
COG0707	MurG	2	1.997198	0.001622	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0714	COG0714	1	0.966565	0.000785	MoxR-like ATPases
COG0716	FldA	1	0.913907	0.000742	Flavodoxins
COG0718	COG0718	1	0.990476	0.000804	Uncharacterized protein conserved in bacteria
COG0719	SufB	1	0.623786	0.000506	Cysteine desulfurase activator SufB
COG0721	GatC	1	0.947916	0.00077	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0726	CDA1	2	1.513108	0.001229	Predicted xylanase/chitin deacetylase
COG0730	COG0730	3	1.147286	0.000932	Predicted permeases
COG0732	HsdS	1	1	0.000812	Restriction endonuclease S subunits
COG0733	COG0733	2	1.965831	0.001597	Na+-dependent transporters of the SNF family
COG0735	Fur	1	0.848275	0.000689	Fe2+/Zn2+ uptake regulation proteins
COG0739	NlpD	2	0.906137	0.000736	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	2	1.815	0.001474	Protease subunit of ATP-dependent Clp proteases
COG0741	MltE	1	0.52027	0.000422	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	COG0742	1	0.994652	0.000808	N6-adenine-specific methylase
COG0743	Dxr	1	0.98961	0.000804	1-deoxy-D-xylulose 5-phosphate reductoisomerase
COG0744	MrcB	1	0.900151	0.000731	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	5	4.938864	0.004013	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0749	PolA	1	0.949409	0.000771	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.904	0.000734	Predicted membrane-associated Zn-dependent proteases 1
COG0756	Dut	1	0.945945	0.000768	dUTPase
COG0757	AroQ	1	0.856164	0.000695	3-dehydroquinate dehydratase II
COG0758	Smf	1	0.837142	0.00068	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0759	COG0759	1	0.815217	0.000662	Uncharacterized conserved protein
COG0761	lytB	1	0.962585	0.000782	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0764	FabA	1	0.979591	0.000795	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	3	2.846846	0.002313	ABC-type amino acid transport system, permease component
COG0766	MurA	2	1.988123	0.001615	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0768	FtsI	2	1.539232	0.00125	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	1	0.983157	0.000798	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	1	0.995565	0.000808	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	1	0.995535	0.000808	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	2	1.866141	0.001516	Bacterial cell division membrane protein
COG0773	MurC	1	0.989106	0.000803	UDP-N-acetylmuramate-alanine ligase
COG0775	Pfs	1	0.974358	0.000791	Nucleoside phosphorylase
COG0776	HimA	1	0.968085	0.000786	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	0.955782	0.000776	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	2	1.888888	0.001534	Nitroreductase
COG0779	COG0779	1	0.93464	0.000759	Uncharacterized protein conserved in bacteria
COG0781	NusB	2	1.788079	0.001452	Transcription termination factor
COG0782	COG0782	1	0.980132	0.000796	Uncharacterized conserved protein, YhbC family
COG0784	CheY	1	0.830769	0.000675	FOG: CheY-like receiver
COG0787	Alr	1	0.991666	0.000805	Alanine racemase
COG0789	SoxR	1	0.951612	0.000773	Predicted transcriptional regulators
COG0790	COG0790	6	2.630136	0.002137	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	2	1.492385	0.001212	Cell wall-associated hydrolases (invasion-associated proteins)
COG0792	COG0792	1	0.877192	0.000712	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0796	MurI	1	0.95539	0.000776	Glutamate racemase
COG0799	COG0799	1	0.982608	0.000798	Uncharacterized homolog of plant Iojap protein
COG0802	COG0802	1	0.919463	0.000747	Predicted ATPase or kinase
COG0803	LraI	1	0.996699	0.000809	ABC-type metal ion transport system, periplasmic component/surface adhesin
COG0806	RimM	1	0.977011	0.000793	RimM protein, required for 16S rRNA processing
COG0807	RibA	1	0.989637	0.000804	GTP cyclohydrolase II
COG0809	QueA	1	0.982758	0.000798	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0810	TonB	5	2.090163	0.001698	Periplasmic protein TonB, links inner and outer membranes
COG0812	MurB	1	0.993127	0.000806	UDP-N-acetylmuramate dehydrogenase
COG0816	COG0816	1	0.971631	0.000789	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0817	RuvC	1	0.975	0.000792	Holliday junction resolvasome, endonuclease subunit
COG0818	DgkA	1	0.894308	0.000726	Diacylglycerol kinase
COG0820	COG0820	1	0.979942	0.000796	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	1	0.958448	0.000778	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	2	1.926666	0.001565	NifU homolog involved in Fe-S cluster formation
COG0824	FcbC	1	0.817518	0.000664	Predicted thioesterase
COG0825	AccA	1	0.817034	0.000663	Acetyl-CoA carboxylase alpha subunit
COG0826	COG0826	3	2.319884	0.001885	Collagenase and related proteases
COG0828	RpsU	1	0.865671	0.000703	Ribosomal protein S21
COG0834	HisJ	4	2.727272	0.002216	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0841	AcrB	2	0.993062	0.000806	Cation/multidrug efflux pump
COG0845	AcrA	1	0.916666	0.000744	Membrane-fusion protein
COG0846	SIR2	1	0.968	0.000786	NAD-dependent protein deacetylases, SIR2 family
COG0853	PanD	1	0.984126	0.000799	Aspartate 1-decarboxylase
COG0855	Ppk	1	0.984195	0.000799	Polyphosphate kinase
COG0858	RbfA	1	0.923728	0.00075	Ribosome-binding factor A
COG0860	AmiC	2	1.536796	0.001248	N-acetylmuramoyl-L-alanine amidase
COG1011	COG1011	2	1.847161	0.0015	Predicted hydrolase (HAD superfamily)
COG1012	PutA	1	0.930084	0.000755	NAD-dependent aldehyde dehydrogenases
COG1013	PorB	2	1.836734	0.001492	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit
COG1014	PorG	2	1.901477	0.001545	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit
COG1020	EntF	3	2.654205	0.002156	Non-ribosomal peptide synthetase modules and related proteins
COG1028	FabG	2	1.988047	0.001615	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1032	COG1032	2	1.993877	0.00162	Fe-S oxidoreductase
COG1035	FrhB	1	0.870481	0.000707	Coenzyme F420-reducing hydrogenase, beta subunit
COG1040	ComFC	1	0.844444	0.000686	Predicted amidophosphoribosyltransferases
COG1045	CysE	4	2.979381	0.00242	Serine acetyltransferase
COG1048	AcnA	1	0.957026	0.000777	Aconitase A
COG1051	COG1051	3	1.427586	0.001159	ADP-ribose pyrophosphatase
COG1052	LdhA	2	1.280864	0.00104	Lactate dehydrogenase and related dehydrogenases
COG1053	SdhA	1	0.996441	0.000809	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
COG1057	NadD	1	0.969543	0.000787	Nicotinic acid mononucleotide adenylyltransferase
COG1060	ThiH	1	0.962162	0.000781	Thiamine biosynthesis enzyme ThiH and related uncharacterized enzymes
COG1063	Tdh	1	0.931428	0.000756	Threonine dehydrogenase and related Zn-dependent dehydrogenases
COG1066	Sms	1	0.993421	0.000807	Predicted ATP-dependent serine protease
COG1073	COG1073	2	1.046822	0.00085	Hydrolases of the alpha/beta superfamily
COG1074	RecB	1	0.988586	0.000803	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)
COG1080	PtsA	1	0.980836	0.000796	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
COG1082	IolE	1	0.985401	0.0008	Sugar phosphate isomerases/epimerases
COG1086	COG1086	1	0.996598	0.000809	Predicted nucleoside-diphosphate sugar epimerases
COG1087	GalE	2	2	0.001625	UDP-glucose 4-epimerase
COG1092	COG1092	1	0.577608	0.000469	Predicted SAM-dependent methyltransferases
COG1094	COG1094	1	0.417525	0.000339	Predicted RNA-binding protein (contains KH domains)
COG1098	VacB	1	0.984496	0.000799	Predicted RNA binding protein (contains ribosomal protein S1 domain)
COG1102	Cmk	4	3.776536	0.003068	Cytidylate kinase
COG1104	NifS	2	1.940414	0.001576	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes
COG1105	FruK	1	0.938709	0.000762	Fructose-1-phosphate kinase and related fructose-6-phosphate kinase (PfkB)
COG1106	COG1106	1	1	0.000812	Predicted ATPases
COG1108	ZnuB	1	0.970802	0.000788	ABC-type Mn2+/Zn2+ transport systems, permease components
COG1109	{ManB	3	2.965517	0.002409	Phosphomannomutase
COG1115	AlsT	1	0.977876	0.000794	Na+/alanine symporter
COG1117	PstB	1	0.984189	0.000799	ABC-type phosphate transport system, ATPase component
COG1121	ZnuC	1	0.996062	0.000809	ABC-type Mn/Zn transport systems, ATPase component
COG1122	CbiO	2	1.978723	0.001607	ABC-type cobalt transport system, ATPase component
COG1123	COG1123	1	0.888682	0.000722	ATPase components of various ABC-type transport systems, contain duplicated ATPase
COG1126	GlnQ	3	2.9875	0.002427	ABC-type polar amino acid transport system, ATPase component
COG1131	CcmA	5	4.757679	0.003865	ABC-type multidrug transport system, ATPase component
COG1132	MdlB	5	4.894179	0.003976	ABC-type multidrug transport system, ATPase and permease components
COG1134	TagH	1	0.959839	0.000779	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
COG1136	SalX	7	6.831858	0.005551	ABC-type antimicrobial peptide transport system, ATPase component
COG1139	COG1139	1	0.442265	0.000359	Uncharacterized conserved protein containing a ferredoxin-like domain
COG1143	NuoI	1	0.331395	0.000269	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)
COG1145	NapF	1	0.646464	0.000525	Ferredoxin
COG1146	COG1146	1	1	0.000812	Ferredoxin
COG1149	COG1149	1	0.225352	0.000183	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain
COG1151	COG1151	1	0.965277	0.000784	6Fe-6S prismane cluster-containing protein
COG1154	Dxs	1	0.985645	0.0008	Deoxyxylulose-5-phosphate synthase
COG1155	NtpA	1	0.988095	0.000802	Archaeal/vacuolar-type H+-ATPase subunit A
COG1156	NtpB	1	0.980561	0.000796	Archaeal/vacuolar-type H+-ATPase subunit B
COG1159	Era	1	0.983221	0.000798	GTPase
COG1160	COG1160	1	0.993243	0.000807	Predicted GTPases
COG1161	COG1161	1	0.878881	0.000714	Predicted GTPases
COG1162	COG1162	1	0.980066	0.000796	Predicted GTPases
COG1167	ARO8	3	2.586056	0.002101	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs
COG1171	IlvA	1	0.98559	0.0008	Threonine dehydratase
COG1175	UgpA	3	2.918644	0.002371	ABC-type sugar transport systems, permease components
COG1176	PotB	1	0.829268	0.000673	ABC-type spermidine/putrescine transport system, permease component I
COG1177	PotC	1	0.973782	0.000791	ABC-type spermidine/putrescine transport system, permease component II
COG1179	COG1179	1	0.935361	0.00076	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1
COG1180	PflA	2	1.5	0.001218	Pyruvate-formate lyase-activating enzyme
COG1181	DdlA	1	0.984227	0.000799	D-alanine-D-alanine ligase and related ATP-grasp enzymes
COG1185	Pnp	1	0.991329	0.000805	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)
COG1186	PrfB	1	0.987447	0.000802	Protein chain release factor B
COG1187	RsuA	2	1.935483	0.001572	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases
COG1188	COG1188	1	0.8	0.00065	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)
COG1189	COG1189	1	0.983673	0.000799	Predicted rRNA methylase
COG1190	LysU	1	0.992031	0.000806	Lysyl-tRNA synthetase (class II)
COG1191	FliA	5	4.230769	0.003437	DNA-directed RNA polymerase specialized sigma subunit
COG1192	Soj	2	1.949806	0.001584	ATPases involved in chromosome partitioning
COG1193	COG1193	1	1	0.000812	Mismatch repair ATPase (MutS family)
COG1195	RecF	1	1	0.000812	Recombinational DNA repair ATPase (RecF pathway)
COG1196	Smc	3	1.520206	0.001235	Chromosome segregation ATPases
COG1197	Mfd	1	0.971905	0.000789	Transcription-repair coupling factor (superfamily II helicase)
COG1198	PriA	1	0.983561	0.000799	Primosomal protein N' (replication factor Y) - superfamily II helicase
COG1200	RecG	1	0.988183	0.000802	RecG-like helicase
COG1203	COG1203	1	0.878581	0.000713	CRISPR-associated helicase Cas3
COG1206	Gid	1	1	0.000812	NAD(FAD)-utilizing enzyme possibly involved in translation
COG1207	GlmU	2	0.83913	0.000681	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)
COG1208	GCD1	1	0.68715	0.000558	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)
COG1210	GalU	1	1	0.000812	UDP-glucose pyrophosphorylase
COG1211	IspD	3	2.934782	0.002384	4-diphosphocytidyl-2-methyl-D-erithritol synthase
COG1214	COG1214	1	0.981818	0.000797	Inactive homolog of metal-dependent proteases, putative molecular chaperone
COG1215	COG1215	2	1.583143	0.001286	Glycosyltransferases, probably involved in cell wall biogenesis
COG1217	TypA	1	1	0.000812	Predicted membrane GTPase involved in stress response
COG1219	ClpX	1	0.970588	0.000788	ATP-dependent protease Clp, ATPase subunit
COG1232	HemY	1	0.984234	0.000799	Protoporphyrinogen oxidase
COG1235	PhnP	1	0.903345	0.000734	Metal-dependent hydrolases of the beta-lactamase superfamily I
COG1242	COG1242	1	0.948717	0.00077	Predicted Fe-S oxidoreductase
COG1243	ELP3	1	0.685436	0.000556	Histone acetyltransferase
COG1244	COG1244	1	0.567039	0.00046	Predicted Fe-S oxidoreductase
COG1253	TlyC	3	2.501165	0.002032	Hemolysins and related proteins containing CBS domains
COG1266	COG1266	2	1.915929	0.001556	Predicted metal-dependent membrane protease
COG1268	BioY	1	0.907608	0.000737	Uncharacterized conserved protein
COG1269	NtpI	1	0.995454	0.000808	Archaeal/vacuolar-type H+-ATPase subunit I
COG1272	COG1272	1	0.942477	0.000765	Predicted membrane protein, hemolysin III homolog
COG1277	NosY	2	1.266187	0.001028	ABC-type transport system involved in multi-copper enzyme maturation, permease component
COG1280	RhtB	1	0.947115	0.000769	Putative threonine efflux protein
COG1281	COG1281	1	0.982517	0.000798	Disulfide bond chaperones of the HSP33 family
COG1283	NptA	1	0.986866	0.000801	Na+/phosphate symporter
COG1284	COG1284	1	0.968858	0.000787	Uncharacterized conserved protein
COG1286	CvpA	1	0.285714	0.000232	Uncharacterized membrane protein, required for colicin V production
COG1289	COG1289	1	0.222551	0.00018	Predicted membrane protein
COG1293	COG1293	1	0.975177	0.000792	Predicted RNA-binding protein homologous to eukaryotic snRNP
COG1296	AzlC	1	0.894957	0.000727	Predicted branched-chain amino acid permease (azaleucine resistance)
COG1299	FruA	1	0.97376	0.000791	Phosphotransferase system, fructose-specific IIC component
COG1305	COG1305	1	0.30721	0.000249	Transglutaminase-like enzymes, putative cysteine proteases
COG1307	DegV	1	0.978723	0.000795	Uncharacterized protein conserved in bacteria
COG1309	AcrR	5	4.024875	0.00327	Transcriptional regulator
COG1310	COG1310	1	0.626865	0.000509	Predicted metal-dependent protease of the PAD1/JAB1 superfamily
COG1313	PflX	1	0.728358	0.000591	Uncharacterized Fe-S protein PflX, homolog of pyruvate formate lyase activating proteins
COG1314	SecG	1	0.755813	0.000614	Preprotein translocase subunit SecG
COG1316	LytR	2	1.693811	0.001376	Transcriptional regulator
COG1321	TroR	1	0.746753	0.000606	Mn-dependent transcriptional regulator
COG1322	COG1322	1	0.776785	0.000631	Predicted nuclease of restriction endonuclease-like fold, RmuC family
COG1323	COG1323	1	0.997206	0.00081	Predicted nucleotidyltransferase
COG1327	COG1327	1	0.967948	0.000786	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains
COG1328	NrdD	1	0.988571	0.000803	Oxygen-sensitive ribonucleoside-triphosphate reductase
COG1329	COG1329	1	0.963855	0.000783	Transcriptional regulators, similar to M. xanthus CarD
COG1335	PncA	1	0.902439	0.000733	Amidases related to nicotinamidase
COG1346	LrgB	1	0.991304	0.000805	Putative effector of murein hydrolase
COG1349	GlpR	1	0.952569	0.000774	Transcriptional regulators of sugar metabolism
COG1350	COG1350	1	0.997685	0.00081	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)
COG1351	THY1	1	0.824175	0.000669	Predicted alternative thymidylate synthase
COG1354	scpA	1	0.98387	0.000799	Rec8/ScpA/Scc1-like protein (kleisin family)
COG1358	RPL8A	1	0.655172	0.000532	Ribosomal protein HS6-type (S12/L30/L7a)
COG1362	LAP4	1	0.990846	0.000805	Aspartyl aminopeptidase
COG1363	FrvX	2	1.901408	0.001544	Cellulase M and related proteins
COG1364	ArgJ	1	0.987623	0.000802	N-acetylglutamate synthase (N-acetylornithine aminotransferase)
COG1366	SpoIIAA	2	1.649572	0.00134	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)
COG1373	COG1373	4	2.989949	0.002429	Predicted ATPase (AAA+ superfamily)
COG1376	ErfK	2	0.681034	0.000553	Uncharacterized protein conserved in bacteria
COG1380	COG1380	1	0.867187	0.000704	Putative effector of murein hydrolase LrgA
COG1381	RecO	1	0.689243	0.00056	Recombinational DNA repair protein (RecF pathway)
COG1385	COG1385	1	0.963414	0.000782	Uncharacterized protein conserved in bacteria
COG1386	scpB	1	0.967391	0.000786	Chromosome segregation and condensation protein B
COG1387	HIS2	1	0.848101	0.000689	Histidinol phosphatase and related hydrolases of the PHP family
COG1390	NtpE	1	0.917525	0.000745	Archaeal/vacuolar-type H+-ATPase subunit E
COG1394	NtpD	1	0.957345	0.000777	Archaeal/vacuolar-type H+-ATPase subunit D
COG1396	HipB	6	3.616666	0.002938	Predicted transcriptional regulators
COG1397	DraG	1	0.964968	0.000784	ADP-ribosylglycohydrolase
COG1399	COG1399	1	0.585227	0.000475	Predicted metal-binding, possibly nucleic acid-binding protein
COG1401	McrB	1	0.404326	0.000328	GTPase subunit of restriction endonuclease
COG1404	AprE	1	0.484251	0.000393	Subtilisin-like serine proteases
COG1410	MetH	1	0.630641	0.000512	Methionine synthase I, cobalamin-binding domain
COG1418	COG1418	2	1.927927	0.001566	Predicted HD superfamily hydrolase
COG1420	HrcA	1	0.982658	0.000798	Transcriptional regulator of heat shock gene
COG1434	COG1434	2	1.089686	0.000885	Uncharacterized conserved protein
COG1436	NtpG	1	0.875	0.00071	Archaeal/vacuolar-type H+-ATPase subunit F
COG1438	ArgR	1	0.973333	0.00079	Arginine repressor
COG1443	Idi	2	1.556756	0.001264	Isopentenyldiphosphate isomerase
COG1445	FrwB	1	0.959016	0.000779	Phosphotransferase system fructose-specific component IIB
COG1454	EutG	3	2.986737	0.002426	Alcohol dehydrogenase, class IV
COG1459	PulF	1	1	0.000812	Type II secretory pathway, component PulF
COG1461	COG1461	1	0.992619	0.000806	Predicted kinase related to dihydroxyacetone kinase
COG1466	HolA	1	0.976047	0.000793	DNA polymerase III, delta subunit
COG1472	BglX	1	0.929471	0.000755	Beta-glucosidase-related glycosidases
