Accession	Name	No_orfs	Coverage	Abundance	Description
COG0436	COG0436	5	4.862595	0.002218	Aspartate/tyrosine/aromatic aminotransferase
COG0437	HybA	1	0.940886	0.000429	Fe-S-cluster-containing hydrogenase components 1
COG0438	RfaG	12	9.895013	0.004514	Glycosyltransferase
COG0439	AccC	1	0.997772	0.000455	Biotin carboxylase
COG0440	IlvH	1	0.993865	0.000453	Acetolactate synthase, small (regulatory) subunit
COG0441	ThrS	1	0.993208	0.000453	Threonyl-tRNA synthetase
COG0442	ProS	1	1	0.000456	Prolyl-tRNA synthetase
COG0443	DnaK	1	0.994818	0.000453	Molecular chaperone
COG0444	DppD	2	1.99367	0.000909	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
COG0445	GidA	1	0.971014	0.000443	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
COG0446	HcaD	2	1.944578	0.000887	Uncharacterized NAD(FAD)-dependent dehydrogenases
COG0449	GlmS	1	1	0.000456	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains
COG0450	AhpC	1	0.98969	0.000451	Peroxiredoxin
COG0451	WcaG	6	5.627388	0.002567	Nucleoside-diphosphate-sugar epimerases
COG0452	Dfp	1	0.992346	0.000452	Phosphopantothenoylcysteine synthetase/decarboxylase
COG0456	RimI	4	2.112994	0.000964	Acetyltransferases
COG0457	NrfG	7	5.391752	0.00246	FOG: TPR repeat
COG0458	CarB	2	1.94	0.000885	Carbamoylphosphate synthase large subunit (split gene in MJ)
COG0459	GroL	1	0.998091	0.000455	Chaperonin GroEL (HSP60 family)
COG0460	ThrA	1	0.996996	0.000454	Homoserine dehydrogenase
COG0461	PyrE	1	0.955223	0.000435	Orotate phosphoribosyltransferase
COG0462	PrsA	1	0.987261	0.00045	Phosphoribosylpyrophosphate synthetase
COG0463	WcaA	3	2.261168	0.001031	Glycosyltransferases involved in cell wall biogenesis
COG0465	HflB	1	0.998322	0.000455	ATP-dependent Zn proteases
COG0466	Lon	1	0.980818	0.000447	ATP-dependent Lon protease, bacterial type
COG0468	RecA	1	0.989247	0.000451	RecA/RadA recombinase
COG0469	PykF	1	1	0.000456	Pyruvate kinase
COG0470	HolB	1	0.817391	0.000372	ATPase involved in DNA replication
COG0471	CitT	1	0.941431	0.000429	Di- and tricarboxylate transporters
COG0472	Rfe	1	0.98746	0.00045	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase
COG0473	LeuB	1	0.988505	0.000451	Isocitrate/isopropylmalate dehydrogenase
COG0475	KefB	1	0.984886	0.000449	Kef-type K+ transport systems, membrane components
COG0476	ThiF	1	0.944881	0.000431	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2
COG0477	ProP	2	1.855029	0.000846	Permeases of the major facilitator superfamily
COG0479	FrdB	1	0.987179	0.00045	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
COG0480	FusA	1	0.991391	0.000452	Translation elongation factors (GTPases)
COG0481	LepA	1	0.998341	0.000455	Membrane GTPase LepA
COG0482	TrmU	1	0.997191	0.000455	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain
COG0483	SuhB	3	2.973076	0.001356	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family
COG0484	DnaJ	4	2.202156	0.001004	DnaJ-class molecular chaperone with C-terminal Zn finger domain
COG0486	ThdF	1	1	0.000456	Predicted GTPase
COG0488	Uup	3	2.990566	0.001364	ATPase components of ABC transporters with duplicated ATPase domains
COG0489	Mrp	1	1	0.000456	ATPases involved in chromosome partitioning
COG0491	GloB	4	3.650793	0.001665	Zn-dependent hydrolases, including glyoxylases
COG0492	TrxB	1	0.983606	0.000448	Thioredoxin reductase
COG0493	GltD	2	1.9628	0.000895	NADPH-dependent glutamate synthase beta chain and related oxidoreductases
COG0494	MutT	3	2.465838	0.001125	NTP pyrophosphohydrolases including oxidative damage repair enzymes
COG0495	LeuS	1	0.996314	0.000454	Leucyl-tRNA synthetase
COG0496	SurE	1	0.984126	0.000449	Predicted acid phosphatase
COG0497	RecN	1	0.998204	0.000455	ATPase involved in DNA repair
COG0498	ThrC	1	1	0.000456	Threonine synthase
COG0499	SAM1	1	0.992857	0.000453	S-adenosylhomocysteine hydrolase
COG0501	HtpX	1	0.562913	0.000256	Zn-dependent protease with chaperone function
COG0503	Apt	2	1.921787	0.000876	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins
COG0504	PyrG	1	0.996247	0.000454	CTP synthase (UTP-ammonia lyase)
COG0505	CarA	1	1	0.000456	Carbamoylphosphate synthase small subunit
COG0506	PutA	1	1	0.000456	Proline dehydrogenase
COG0507	RecD	1	0.561781	0.000256	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member
COG0508	AceF	4	2.396039	0.001093	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes
COG0509	GcvH	1	0.946564	0.000431	Glycine cleavage system H protein (lipoate-binding)
COG0511	AccB	1	0.992857	0.000453	Biotin carboxyl carrier protein
COG0512	PabA	1	0.989528	0.000451	Anthranilate/para-aminobenzoate synthases component II
COG0513	SrmB	3	2.692007	0.001228	Superfamily II DNA and RNA helicases
COG0514	RecQ	1	0.98983	0.000451	Superfamily II DNA helicase
COG0516	GuaB	2	1.57647	0.000719	IMP dehydrogenase/GMP reductase
COG0517	COG0517	2	1.948717	0.000889	FOG: CBS domain
COG0518	GuaA	2	1.919191	0.000875	GMP synthase - Glutamine amidotransferase domain
COG0519	GuaA	1	0.996825	0.000454	GMP synthase, PP-ATPase domain/subunit
COG0520	csdA	1	0.992592	0.000452	Selenocysteine lyase/Cysteine desulfurase
COG0521	MoaB	1	0.976331	0.000445	Molybdopterin biosynthesis enzymes
COG0522	RpsD	1	1	0.000456	Ribosomal protein S4 and related proteins
COG0523	COG0523	3	2.950464	0.001346	Putative GTPases (G3E family)
COG0524	RbsK	4	3.807073	0.001737	Sugar kinases, ribokinase family
COG0525	ValS	1	1	0.000456	Valyl-tRNA synthetase
COG0526	TrxA	2	1.795275	0.000819	Thiol-disulfide isomerase and thioredoxins
COG0527	LysC	1	1	0.000456	Aspartokinases
COG0528	PyrH	1	0.991596	0.000452	Uridylate kinase
COG0529	CysC	1	0.989847	0.000451	Adenylylsulfate kinase and related kinases
COG0530	ECM27	1	0.959375	0.000437	Ca2+/Na+ antiporter
COG0532	InfB	1	0.99607	0.000454	Translation initiation factor 2 (IF-2; GTPase)
COG0533	QRI7	1	0.982456	0.000448	Metal-dependent proteases with possible chaperone activity
COG0534	NorM	4	3.771428	0.00172	Na+-driven multidrug efflux pump
COG0536	Obg	1	0.915989	0.000417	Predicted GTPase
COG0537	Hit	2	1.710144	0.00078	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
COG0538	Icd	1	0.968058	0.000441	Isocitrate dehydrogenases
COG0539	RpsA	1	0.998151	0.000455	Ribosomal protein S1
COG0540	PyrB	1	0.996835	0.000454	Aspartate carbamoyltransferase, catalytic chain
COG0541	Ffh	1	0.962305	0.000439	Signal recognition particle GTPase
COG0542	clpA	2	1.98346	0.000905	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones
COG0544	Tig	1	1	0.000456	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG0547	TrpD	1	0.997041	0.000454	Anthranilate phosphoribosyltransferase
COG0548	ArgB	1	0.996226	0.000454	Acetylglutamate kinase
COG0550	TopA	1	0.998245	0.000455	Topoisomerase IA
COG0552	FtsY	1	0.920588	0.00042	Signal recognition particle GTPase
COG0554	GlpK	1	0.987975	0.00045	Glycerol kinase
COG0556	UvrB	1	1	0.000456	Helicase subunit of the DNA excision repair complex
COG0557	VacB	1	0.998583	0.000455	Exoribonuclease R
COG0558	PgsA	3	2.807291	0.00128	Phosphatidylglycerophosphate synthase
COG0559	LivH	5	4.912457	0.002241	Branched-chain amino acid ABC-type transport system, permease components
COG0560	SerB	1	0.990566	0.000451	Phosphoserine phosphatase
COG0563	Adk	1	1	0.000456	Adenylate kinase and related kinases
COG0564	RluA	2	1.986159	0.000906	Pseudouridylate synthases, 23S RNA-specific
COG0565	LasT	1	1	0.000456	rRNA methylase
COG0566	SpoU	3	2.423076	0.001105	rRNA methylases
COG0567	SucA	1	1	0.000456	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes
COG0568	RpoD	2	1.809941	0.000825	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
COG0569	TrkA	3	2.386666	0.001089	K+ transport systems, NAD-binding component
COG0571	Rnc	1	0.970212	0.000442	dsRNA-specific ribonuclease
COG0573	PstC	1	0.993548	0.000453	ABC-type phosphate transport system, permease component
COG0574	PpsA	1	0.606756	0.000276	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
COG0575	CdsA	1	0.932075	0.000425	CDP-diglyceride synthetase
COG0576	GrpE	1	0.911917	0.000416	Molecular chaperone GrpE (heat shock protein)
COG0577	SalY	3	1.651551	0.000753	ABC-type antimicrobial peptide transport system, permease component
COG0578	GlpA	1	0.913533	0.000416	Glycerol-3-phosphate dehydrogenase
COG0580	GlpF	1	0.966804	0.000441	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)
COG0581	PstA	1	0.883561	0.000403	ABC-type phosphate transport system, permease component
COG0583	LysR	13	11.111111	0.005069	Transcriptional regulator
COG0584	UgpQ	2	1.058365	0.000482	Glycerophosphoryl diester phosphodiesterase
COG0587	DnaE	2	1.959613	0.000894	DNA polymerase III, alpha subunit
COG0588	GpmA	1	0.995652	0.000454	Phosphoglycerate mutase 1
COG0589	UspA	4	3.870129	0.001765	Universal stress protein UspA and related nucleotide-binding proteins
COG0590	CumB	1	0.980263	0.000447	Cytosine/adenosine deaminases
COG0591	PutP	1	0.995943	0.000454	Na+/proline symporter
COG0592	DnaN	1	1	0.000456	DNA polymerase sliding clamp subunit (PCNA homolog)
COG0593	DnaA	3	1.754901	0.0008	ATPase involved in DNA replication initiation
COG0594	RnpA	1	0.888888	0.000405	RNase P protein component
COG0595	COG0595	1	0.998198	0.000455	mRNA degradation ribonucleases J1/J2 (metallo-beta-lactamase superfamily)
COG0596	MhpC	13	12.067375	0.005506	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
COG0597	LspA	1	0.910179	0.000415	Lipoprotein signal peptidase
COG0598	CorA	1	0.987577	0.00045	Mg2+ and Co2+ transporters
COG0600	TauC	4	3.631782	0.001657	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
COG0601	DppB	4	3.981072	0.001816	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
COG0604	Qor	6	5.944785	0.002712	NADPH:quinone reductase and related Zn-dependent oxidoreductases
COG0605	SodA	1	0.990196	0.000451	Superoxide dismutase
COG0606	COG0606	1	1	0.000456	Predicted ATPase with chaperone activity
COG0607	PspE	4	3.70909	0.001692	Rhodanese-related sulfurtransferase
COG0608	RecJ	1	0.979633	0.000446	Single-stranded DNA-specific exonuclease
COG0612	PqqL	3	2.936073	0.001339	Predicted Zn-dependent peptidases
COG0616	SppA	2	1.845425	0.000842	Periplasmic serine proteases (ClpP class)
COG0617	PcnB	1	0.946601	0.000431	tRNA nucleotidyltransferase/poly(A) polymerase
COG0620	MetE	1	0.978787	0.000446	Methionine synthase II (cobalamin-independent)
COG0621	MiaB	2	1.97254	0.0009	2-methylthioadenine synthetase
COG0623	FabI	2	1.984555	0.000905	Enoyl-[acyl-carrier-protein].
COG0624	ArgE	6	5.821515	0.002656	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases
COG0625	Gst	11	9.739336	0.004443	Glutathione S-transferase
COG0626	MetC	3	2.979797	0.001359	Cystathionine beta-lyases/cystathionine gamma-synthases
COG0628	yhhT	1	0.938028	0.000428	Predicted permease, member of the PurR regulon
COG0629	Ssb	1	0.69461	0.000316	Single-stranded DNA-binding protein
COG0631	PTC1	1	0.908396	0.000414	Serine/threonine protein phosphatase
COG0632	RuvA	1	0.83582	0.000381	Holliday junction resolvasome, DNA-binding subunit
COG0633	Fdx	3	2.588235	0.00118	Ferredoxin
COG0634	Hpt	1	0.994382	0.000453	Hypoxanthine-guanine phosphoribosyltransferase
COG0635	HemN	1	0.90625	0.000413	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases
COG0636	AtpE	1	0.481012	0.000219	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K
COG0637	COG0637	1	0.995475	0.000454	Predicted phosphatase/phosphohexomutase
COG0640	ArsR	6	4.754545	0.002169	Predicted transcriptional regulators
COG0642	BaeS	15	12.607142	0.005752	Signal transduction histidine kinase
COG0644	FixC	1	1	0.000456	Dehydrogenases (flavoproteins)
COG0646	MetH	1	0.977491	0.000446	Methionine synthase I (cobalamin-dependent), methyltransferase domain
COG0647	NagD	1	0.996282	0.000454	Predicted sugar phosphatases of the HAD superfamily
COG0649	NuoD	1	0.984924	0.000449	NADH:ubiquinone oxidoreductase 49 kD subunit 7
COG0651	HyfB	3	2.773809	0.001265	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit
COG0652	PpiB	2	1.981012	0.000903	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
COG0653	SecA	1	1	0.000456	Preprotein translocase subunit SecA (ATPase, RNA helicase)
COG0654	UbiH	5	4.731266	0.002158	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
COG0656	ARA1	1	0.985714	0.000449	Aldo/keto reductases, related to diketogulonate reductase
COG0657	Aes	3	2.371794	0.001082	Esterase/lipase
COG0658	ComEC	1	0.958057	0.000437	Predicted membrane metal-binding protein
COG0659	SUL1	2	1.884476	0.000859	Sulfate permease and related transporters (MFS superfamily)
COG0661	AarF	1	0.959381	0.000437	Predicted unusual protein kinase
COG0662	{ManC	2	1.755905	0.000801	Mannose-6-phosphate isomerase
COG0663	PaaY	1	0.988636	0.000451	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily
COG0664	Crp	6	4.752336	0.002168	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
COG0665	DadA	11	10.498708	0.00479	Glycine/D-amino acid oxidases (deaminating)
COG0667	Tas	2	1.892405	0.000863	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
COG0668	MscS	2	1.797468	0.00082	Small-conductance mechanosensitive channel
COG0669	CoaD	1	0.99371	0.000453	Phosphopantetheine adenylyltransferase
COG0670	COG0670	1	0.939914	0.000428	Integral membrane protein, interacts with FtsH
COG0671	PgpB	1	0.870689	0.000397	Membrane-associated phospholipid phosphatase
COG0673	MviM	7	6.163742	0.002812	Predicted dehydrogenases and related proteins
COG0677	WecC	1	0.997706	0.000455	UDP-N-acetyl-D-mannosaminuronate dehydrogenase
COG0678	AHP1	1	1	0.000456	Peroxiredoxin
COG0679	COG0679	2	1.983922	0.000905	Predicted permeases
COG0681	LepB	1	0.987951	0.00045	Signal peptidase I
COG0682	Lgt	1	0.951219	0.000434	Prolipoprotein diacylglyceryltransferase
COG0683	LivK	6	5.710382	0.002605	ABC-type branched-chain amino acid transport systems, periplasmic component
COG0684	MenG	2	1.371428	0.000625	Demethylmenaquinone methyltransferase
COG0685	MetF	2	1.697594	0.000774	5,10-methylenetetrahydrofolate reductase
COG0687	PotD	3	2.892561	0.001319	Spermidine/putrescine-binding periplasmic protein
COG0688	Psd	1	0.924686	0.000421	Phosphatidylserine decarboxylase
COG0689	Rph	1	0.969565	0.000442	RNase PH
COG0690	SecE	1	0.780821	0.000356	Preprotein translocase subunit SecE
COG0691	SmpB	1	0.960784	0.000438	tmRNA-binding protein
COG0694	COG0694	1	0.870967	0.000397	Thioredoxin-like proteins and domains
COG0695	GrxC	2	1.775	0.000809	Glutaredoxin and related proteins
COG0697	RhaT	17	16.359589	0.007464	Permeases of the drug/metabolite transporter (DMT) superfamily
COG0701	COG0701	1	0.917981	0.000418	Predicted permeases
COG0702	COG0702	1	0.930909	0.000424	Predicted nucleoside-diphosphate-sugar epimerases
COG0703	AroK	1	0.930232	0.000424	Shikimate kinase
COG0704	PhoU	1	0.970833	0.000442	Phosphate uptake regulator
COG0705	COG0705	2	1.846491	0.000842	Membrane associated serine protease
COG0706	YidC	1	0.964968	0.00044	Preprotein translocase subunit YidC
COG0707	MurG	1	0.988795	0.000451	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
COG0708	XthA	2	1.992337	0.000909	Exonuclease III
COG0711	AtpF	2	1.658385	0.000756	F0F1-type ATP synthase, subunit b
COG0712	AtpH	1	0.988764	0.000451	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)
COG0713	NuoK	1	0.99	0.000451	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)
COG0714	COG0714	4	3.443768	0.001571	MoxR-like ATPases
COG0715	TauA	2	1.776119	0.00081	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG0717	Dcd	2	1.808743	0.000825	Deoxycytidine deaminase
COG0718	COG0718	1	0.971428	0.000443	Uncharacterized protein conserved in bacteria
COG0719	SufB	2	1.951456	0.00089	Cysteine desulfurase activator SufB
COG0721	GatC	1	0.989583	0.000451	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit
COG0723	QcrA	1	0.920903	0.00042	Rieske Fe-S protein
COG0725	ModA	1	0.88372	0.000403	ABC-type molybdate transport system, periplasmic component
COG0726	CDA1	3	2.2397	0.001021	Predicted xylanase/chitin deacetylase
COG0728	MviN	2	1.795366	0.000819	Uncharacterized membrane protein, putative virulence factor
COG0729	COG0729	1	0.996632	0.000454	Outer membrane protein
COG0730	COG0730	3	2.790697	0.001273	Predicted permeases
COG0735	Fur	3	2.544827	0.001161	Fe2+/Zn2+ uptake regulation proteins
COG0736	AcpS	1	1	0.000456	Phosphopantetheinyl transferase (holo-ACP synthase)
COG0737	UshA	1	0.876208	0.000399	5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases
COG0738	FucP	2	1.791469	0.000817	Fucose permease
COG0739	NlpD	2	1.776173	0.00081	Membrane proteins related to metalloendopeptidases
COG0740	ClpP	1	0.98	0.000447	Protease subunit of ATP-dependent Clp proteases
COG0741	MltE	4	2.621621	0.001196	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG0742	COG0742	1	0.978609	0.000446	N6-adenine-specific methylase
COG0744	MrcB	3	2.301059	0.001049	Membrane carboxypeptidase (penicillin-binding protein)
COG0745	OmpR	8	7.864628	0.003588	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
COG0746	MobA	1	0.984375	0.000449	Molybdopterin-guanine dinucleotide biosynthesis protein A
COG0747	DdpA	4	3.816546	0.001741	ABC-type dipeptide transport system, periplasmic component
COG0749	PolA	1	1	0.000456	DNA polymerase I - 3'-5' exonuclease and polymerase domains
COG0750	COG0750	1	0.946666	0.000431	Predicted membrane-associated Zn-dependent proteases 1
COG0751	GlyS	1	0.995658	0.000454	Glycyl-tRNA synthetase, beta subunit
COG0752	GlyQ	1	0.986577	0.00045	Glycyl-tRNA synthetase, alpha subunit
COG0755	CcmC	1	0.822064	0.000375	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG0756	Dut	1	0.932432	0.000425	dUTPase
COG0757	AroQ	1	0.965753	0.00044	3-dehydroquinate dehydratase II
COG0758	Smf	1	0.994285	0.000453	Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake
COG0759	COG0759	1	0.75	0.000342	Uncharacterized conserved protein
COG0760	SurA	4	3.6	0.001642	Parvulin-like peptidyl-prolyl isomerase
COG0761	lytB	1	0.993197	0.000453	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH
COG0762	COG0762	1	0.9375	0.000427	Predicted integral membrane protein
COG0763	LpxB	1	0.989501	0.000451	Lipid A disaccharide synthetase
COG0764	FabA	3	2.829931	0.001291	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases
COG0765	HisM	6	5.707207	0.002604	ABC-type amino acid transport system, permease component
COG0766	MurA	1	1	0.000456	UDP-N-acetylglucosamine enolpyruvyl transferase
COG0767	Ttg2B	1	0.992509	0.000452	ABC-type transport system involved in resistance to organic solvents, permease component
COG0768	FtsI	1	0.974958	0.000444	Cell division protein FtsI/penicillin-binding protein 2
COG0769	MurE	1	0.974736	0.000444	UDP-N-acetylmuramyl tripeptide synthase
COG0770	MurF	1	0.997782	0.000455	UDP-N-acetylmuramyl pentapeptide synthase
COG0771	MurD	1	0.995535	0.000454	UDP-N-acetylmuramoylalanine-D-glutamate ligase
COG0772	FtsW	1	0.971128	0.000443	Bacterial cell division membrane protein
COG0773	MurC	1	0.997821	0.000455	UDP-N-acetylmuramate-alanine ligase
COG0774	LpxC	1	0.89	0.000406	UDP-3-O-acyl-N-acetylglucosamine deacetylase
COG0775	Pfs	1	0.995726	0.000454	Nucleoside phosphorylase
COG0776	HimA	3	2.893617	0.00132	Bacterial nucleoid DNA-binding protein
COG0777	AccD	1	0.996598	0.000454	Acetyl-CoA carboxylase beta subunit
COG0778	NfnB	4	2.516908	0.001148	Nitroreductase
COG0779	COG0779	1	0.941176	0.000429	Uncharacterized protein conserved in bacteria
COG0781	NusB	1	0.960264	0.000438	Transcription termination factor
COG0782	COG0782	1	0.993377	0.000453	Uncharacterized conserved protein, YhbC family
COG0783	Dps	1	0.993589	0.000453	DNA-binding ferritin-like protein (oxidative damage protectant)
COG0784	CheY	4	3.792307	0.00173	FOG: CheY-like receiver
COG0785	CcdA	1	0.963636	0.000439	Cytochrome c biogenesis protein
COG0786	GltS	1	0.670792	0.000306	Na+/glutamate symporter
COG0787	Alr	1	0.986111	0.000449	Alanine racemase
COG0789	SoxR	5	4.298387	0.001961	Predicted transcriptional regulators
COG0790	COG0790	5	2.904109	0.001325	FOG: TPR repeat, SEL1 subfamily
COG0791	Spr	2	1.233502	0.000562	Cell wall-associated hydrolases (invasion-associated proteins)
COG0792	COG0792	1	0.982456	0.000448	Predicted endonuclease distantly related to archaeal Holliday junction resolvase
COG0793	Prc	2	1.029556	0.000469	Periplasmic protease
COG0794	GutQ	1	0.995049	0.000454	Predicted sugar phosphate isomerase involved in capsule formation
COG0795	COG0795	2	1.991758	0.000908	Predicted permeases
COG0796	MurI	1	0.94052	0.000429	Glutamate racemase
COG0797	RlpA	2	1.394849	0.000636	Lipoproteins
COG0799	COG0799	1	0.869565	0.000396	Uncharacterized homolog of plant Iojap protein
COG0800	Eda	2	1.900473	0.000867	2-keto-3-deoxy-6-phosphogluconate aldolase
COG0801	FolK	1	0.95	0.000433	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase
COG0802	COG0802	1	1	0.000456	Predicted ATPase or kinase
COG0803	LraI	1	0.957095	0.000436	ABC-type metal ion transport system, periplasmic component/surface adhesin
COG0805	TatC	1	0.996078	0.000454	Sec-independent protein secretion pathway component TatC
COG0806	RimM	1	0.925287	0.000422	RimM protein, required for 16S rRNA processing
COG0807	RibA	1	0.870466	0.000397	GTP cyclohydrolase II
COG0809	QueA	1	0.991379	0.000452	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
COG0811	TolQ	1	1	0.000456	Biopolymer transport proteins
COG0812	MurB	1	0.979381	0.000446	UDP-N-acetylmuramate dehydrogenase
COG0815	Lnt	1	0.92664	0.000422	Apolipoprotein N-acyltransferase
COG0816	COG0816	1	0.957446	0.000436	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)
COG0817	RuvC	1	0.95625	0.000436	Holliday junction resolvasome, endonuclease subunit
COG0820	COG0820	1	0.988538	0.000451	Predicted Fe-S-cluster redox enzyme
COG0821	gcpE	1	0.933518	0.000425	1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase
COG0822	IscU	1	0.986666	0.00045	NifU homolog involved in Fe-S cluster formation
COG0823	TolB	1	1	0.000456	Periplasmic component of the Tol biopolymer transport system
COG0824	FcbC	3	2.883211	0.001315	Predicted thioesterase
COG0825	AccA	1	0.990536	0.000451	Acetyl-CoA carboxylase alpha subunit
COG0828	RpsU	1	0.985074	0.000449	Ribosomal protein S21
COG0834	HisJ	6	5.494545	0.002507	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
COG0836	{ManC	2	1.84084	0.000839	Mannose-1-phosphate guanylyltransferase
COG0837	Glk	1	0.984375	0.000449	Glucokinase
COG0838	NuoA	1	0.983739	0.000448	NADH:ubiquinone oxidoreductase subunit 3 (chain A)
COG0839	NuoJ	1	1	0.000456	NADH:ubiquinone oxidoreductase subunit 6 (chain J)
COG0841	AcrB	3	2.98216	0.00136	Cation/multidrug efflux pump
COG0843	CyoB	1	0.91166	0.000415	Heme/copper-type cytochrome/quinol oxidases, subunit 1
COG0845	AcrA	3	2.922043	0.001333	Membrane-fusion protein
COG0846	SIR2	1	0.96	0.000438	NAD-dependent protein deacetylases, SIR2 family
COG0847	DnaQ	2	1.613168	0.000736	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases
COG0848	ExbD	1	0.912408	0.000416	Biopolymer transport protein
COG0849	ftsA	1	0.983253	0.000448	Cell division ATPase FtsA
COG0852	NuoC	1	0.97159	0.000443	NADH:ubiquinone oxidoreductase 27 kD subunit
COG0854	PdxJ	1	0.975308	0.000445	Pyridoxal phosphate biosynthesis protein
COG0855	Ppk	1	0.992816	0.000453	Polyphosphate kinase
COG0858	RbfA	1	0.98305	0.000448	Ribosome-binding factor A
COG0859	RfaF	1	0.167664	7.6e-05	ADP-heptose:LPS heptosyltransferase
COG0860	AmiC	1	0.887445	0.000404	N-acetylmuramoyl-L-alanine amidase
COG0861	TerC	2	1.748031	0.000797	Membrane protein TerC, possibly involved in tellurium resistance
COG0863	COG0863	2	1.493377	0.000681	DNA modification methylase
COG1001	AdeC	1	0.996575	0.000454	Adenine deaminase
COG1003	GcvP	2	1.439516	0.000656	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain
COG1004	Ugd	1	0.992753	0.000452	Predicted UDP-glucose 6-dehydrogenase
COG1005	NuoH	1	0.990963	0.000452	NADH:ubiquinone oxidoreductase subunit 1 (chain H)
COG1006	MnhC	1	0.87826	0.0004	Multisubunit Na+/H+ antiporter, MnhC subunit
COG1007	NuoN	1	0.995789	0.000454	NADH:ubiquinone oxidoreductase subunit 2 (chain N)
COG1008	NuoM	1	0.941649	0.000429	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
COG1009	NuoL	1	0.996699	0.000454	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit
COG1010	CobJ	1	0.983935	0.000448	Precorrin-3B methylase
COG1011	COG1011	4	3.768558	0.001719	Predicted hydrolase (HAD superfamily)
COG1012	PutA	6	5.92161	0.002701	NAD-dependent aldehyde dehydrogenases
COG1014	PorG	1	0.876847	0.0004	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit
COG1015	DeoB	1	0.989924	0.000451	Phosphopentomutase
COG1018	Hmp	2	1.958646	0.000893	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
COG1022	FAA1	2	1.957585	0.000893	Long-chain acyl-CoA synthetases (AMP-forming)
COG1024	CaiD	13	12.459143	0.005684	Enoyl-CoA hydratase/carnithine racemase
COG1028	FabG	24	22.856573	0.010429	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
COG1033	COG1033	1	0.998624	0.000455	Predicted exporters of the RND superfamily
